Occupation code,Occupation title (click on the occupation title to view its profile),Level,Employment,Employment RSE,"Employment per 1,000 jobs",Median hourly wage,Mean hourly wage,Annual mean wage,Mean wage RSE
49-9050,Line Installers and Repairers,broad,"227,190",1.00%,1.536,$36.17 ,$35.58 ,"$74,010 ",0.50%
49-9051,Electrical Power-Line Installers and Repairers,detail,"119,510",1.10%,0.808,$39.59 ,$39.79 ,"$82,770 ",0.50%
49-9052,Telecommunications Line Installers and Repairers,detail,"107,670",2.00%,0.728,$29.13 ,$30.90 ,"$64,280 ",0.80%
49-9060,Precision Instrument and Equipment Repairers,broad,"79,970",2.10%,0.541,$26.96 ,$28.51 ,"$59,300 ",0.80%
49-9061,Camera and Photographic Equipment Repairers,detail,"2,120",21.40%,0.014,$21.18 ,$22.53 ,"$46,870 ",3.20%
49-9062,Medical Equipment Repairers,detail,"58,830",2.50%,0.398,$27.82 ,$29.30 ,"$60,950 ",1.00%
49-9063,Musical Instrument Repairers and Tuners,detail,"6,330",3.80%,0.043,$18.34 ,$20.73 ,"$43,120 ",1.40%
49-9064,Watch and Clock Repairers,detail,"1,880",15.50%,0.013,$23.25 ,$23.84 ,"$49,580 ",5.00%
49-9069,"Precision Instrument and Equipment Repairers, All Other",detail,"10,810",4.90%,0.073,$29.66 ,$30.76 ,"$63,970 ",1.50%
49-9071,"Maintenance and Repair Workers, General",detail,"1,485,990",0.80%,10.048,$21.62 ,$22.66 ,"$47,130 ",0.20%
49-9081,Wind Turbine Service Technicians,detail,"9,830",8.40%,0.067,$27.56 ,$28.79 ,"$59,880 ",1.60%
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,"351,290",0.80%,2.375,$19.60 ,$22.07 ,"$45,910 ",0.40%
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detail,"35,790",4.00%,0.242,$19.08 ,$20.43 ,"$42,500 ",1.00%
49-9092,Commercial Divers,detail,"3,860",15.70%,0.026,$32.84 ,$41.17 ,"$85,630 ",8.50%
49-9094,Locksmiths and Safe Repairers,detail,"15,240",1.40%,0.103,$22.79 ,$24.14 ,"$50,210 ",0.70%
49-9095,Manufactured Building and Mobile Home Installers,detail,"3,630",11.60%,0.025,$17.70 ,$18.28 ,"$38,020 ",1.80%
49-9096,Riggers,detail,"19,260",3.60%,0.13,$26.29 ,$28.22 ,"$58,700 ",1.00%
49-9097,Signal and Track Switch Repairers,detail,"6,880",0.70%,0.047,$39.09 ,$37.20 ,"$77,370 ",0.60%
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detail,"93,650",1.60%,0.633,$16.88 ,$17.67 ,"$36,750 ",0.40%
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detail,"172,980",1.30%,1.17,$21.39 ,$22.98 ,"$47,800 ",0.40%
51-0000,Production Occupations,major,"8,738,980",0.20%,59.093,$19.19 ,$21.81 ,"$45,370 ",0.20%
51-1011,First-Line Supervisors of Production and Operating Workers,detail,"659,930",0.30%,4.462,$30.53 ,$33.22 ,"$69,100 ",0.20%
51-2000,Assemblers and Fabricators,minor,"1,903,910",0.60%,12.874,$18.24 ,$19.92 ,"$41,420 ",0.30%
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detail,"32,140",2.70%,0.217,$28.09 ,$28.90 ,"$60,110 ",0.80%
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,"286,380",1.30%,1.936,$18.58 ,$20.14 ,"$41,890 ",0.30%
51-2021,"Coil Winders, Tapers, and Finishers",detail,"10,860",3.80%,0.073,$20.75 ,$21.56 ,"$44,850 ",0.90%
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detail,"275,510",1.30%,1.863,$18.55 ,$20.08 ,"$41,770 ",0.30%
51-2031,Engine and Other Machine Assemblers,detail,"50,120",2.90%,0.339,$24.45 ,$24.99 ,"$51,980 ",0.50%
51-2041,Structural Metal Fabricators and Fitters,detail,"58,870",2.10%,0.398,$22.69 ,$23.50 ,"$48,870 ",0.60%
51-2051,Fiberglass Laminators and Fabricators,detail,"21,910",2.90%,0.148,$18.32 ,$19.85 ,"$41,280 ",0.80%
51-2061,Timing Device Assemblers and Adjusters,detail,370,12.30%,0.002,$20.33 ,$22.35 ,"$46,480 ",7.30%
51-2090,Miscellaneous Assemblers and Fabricators,broad,"1,454,130",0.80%,9.833,$17.93 ,$19.35 ,"$40,250 ",0.30%
51-3000,Food Processing Workers,minor,"807,880",0.90%,5.463,$16.98 ,$17.45 ,"$36,300 ",0.30%
51-3011,Bakers,detail,"205,300",2.10%,1.388,$15.76 ,$16.41 ,"$34,140 ",0.70%
51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,"341,520",0.80%,2.309,$17.25 ,$17.42 ,"$36,230 ",0.30%
51-3021,Butchers and Meat Cutters,detail,"129,400",1.50%,0.875,$17.76 ,$18.36 ,"$38,200 ",0.40%
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detail,"133,460",1.10%,0.902,$16.86 ,$16.87 ,"$35,090 ",0.30%
51-3023,Slaughterers and Meat Packers,detail,"78,660",1.50%,0.532,$16.94 ,$16.79 ,"$34,920 ",0.40%
51-3090,Miscellaneous Food Processing Workers,broad,"261,060",1.10%,1.765,$17.40 ,$18.31 ,"$38,090 ",0.40%
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detail,"20,010",2.90%,0.135,$18.17 ,$19.12 ,"$39,770 ",0.80%
51-3092,Food Batchmakers,detail,"166,520",1.60%,1.126,$17.59 ,$18.61 ,"$38,710 ",0.50%
51-3093,Food Cooking Machine Operators and Tenders,detail,"26,740",3.80%,0.181,$17.64 ,$18.15 ,"$37,760 ",0.80%
51-3099,"Food Processing Workers, All Other",detail,"47,790",2.20%,0.323,$16.69 ,$17.04 ,"$35,430 ",0.50%
51-4000,Metal Workers and Plastic Workers,minor,"1,644,250",0.40%,11.118,$21.67 ,$22.61 ,"$47,020 ",0.20%
51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"102,040",1.70%,0.69,$20.45 ,$21.43 ,"$44,580 ",0.40%
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detail,"63,490",2.00%,0.429,$19.22 ,$20.47 ,"$42,580 ",0.50%
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detail,"10,650",4.00%,0.072,$22.37 ,$22.57 ,"$46,940 ",0.70%
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detail,"27,900",3.50%,0.189,$22.26 ,$23.20 ,"$48,250 ",0.70%
51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,"297,630",0.90%,2.013,$19.18 ,$20.67 ,"$42,990 ",0.30%
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detail,"182,460",1.40%,1.234,$18.91 ,$20.31 ,"$42,240 ",0.30%
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detail,"6,470",4.10%,0.044,$20.41 ,$21.81 ,"$45,350 ",1.10%
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detail,"73,800",1.20%,0.499,$18.71 ,$20.21 ,"$42,050 ",0.50%
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detail,"19,410",3.10%,0.131,$22.61 ,$22.99 ,"$47,820 ",0.80%
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detail,"15,480",3.30%,0.105,$22.53 ,$23.65 ,"$49,200 ",0.70%
51-4041,Machinists,detail,"316,860",0.90%,2.143,$23.32 ,$24.72 ,"$51,430 ",0.30%
51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,"25,390",2.60%,0.172,$23.61 ,$24.91 ,"$51,810 ",0.60%
51-4051,Metal-Refining Furnace Operators and Tenders,detail,"19,320",3.30%,0.131,$24.18 ,$25.70 ,"$53,450 ",0.80%
51-4052,"Pourers and Casters, Metal",detail,"6,070",3.10%,0.041,$21.67 ,$22.41 ,"$46,600 ",0.80%
51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,"5,580",5.00%,0.038,$27.00 ,$28.04 ,"$58,320 ",1.10%
51-4061,"Model Makers, Metal and Plastic",detail,"3,350",6.80%,0.023,$27.70 ,$28.95 ,"$60,220 ",1.80%
51-4062,"Patternmakers, Metal and Plastic",detail,"2,230",6.40%,0.015,$26.43 ,$26.67 ,"$55,470 ",1.00%
51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"177,150",1.20%,1.198,$17.87 ,$19.15 ,"$39,830 ",0.30%
51-4071,Foundry Mold and Coremakers,detail,"11,330",2.90%,0.077,$19.29 ,$20.19 ,"$42,000 ",0.70%
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detail,"165,820",1.30%,1.121,$17.81 ,$19.08 ,"$39,690 ",0.30%
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detail,"137,060",1.30%,0.927,$18.85 ,$20.21 ,"$42,040 ",0.40%
51-4111,Tool and Die Makers,detail,"61,730",1.50%,0.417,$28.75 ,$28.55 ,"$59,390 ",0.40%
51-4120,"Welding, Soldering, and Brazing Workers",broad,"439,930",1.10%,2.975,$22.80 ,$24.11 ,"$50,160 ",0.20%
51-4121,"Welders, Cutters, Solderers, and Brazers",detail,"408,990",1.20%,2.766,$22.86 ,$24.26 ,"$50,460 ",0.20%
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detail,"30,940",2.10%,0.209,$21.60 ,$22.17 ,"$46,110 ",0.60%
51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,"80,870",1.60%,0.547,$19.00 ,$20.73 ,"$43,110 ",0.40%
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detail,"15,600",2.90%,0.105,$19.66 ,$21.01 ,"$43,700 ",0.70%
51-4192,"Layout Workers, Metal and Plastic",detail,"6,890",4.50%,0.047,$28.01 ,$27.00 ,"$56,170 ",0.60%
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detail,"32,050",2.00%,0.217,$18.22 ,$19.37 ,"$40,290 ",0.60%
51-4194,"Tool Grinders, Filers, and Sharpeners",detail,"5,320",5.20%,0.036,$20.16 ,$22.14 ,"$46,040 ",1.40%
51-4199,"Metal Workers and Plastic Workers, All Other",detail,"21,030",3.60%,0.142,$18.43 ,$20.18 ,"$41,960 ",0.70%
51-5110,Printing Workers,broad,"214,280",1.00%,1.449,$18.70 ,$20.33 ,"$42,280 ",0.30%
51-5111,Prepress Technicians and Workers,detail,"25,250",2.90%,0.171,$20.94 ,$21.58 ,"$44,880 ",0.60%
51-5112,Printing Press Operators,detail,"150,010",1.60%,1.014,$18.92 ,$20.55 ,"$42,730 ",0.30%
51-5113,Print Binding and Finishing Workers,detail,"39,030",2.30%,0.264,$17.77 ,$18.68 ,"$38,850 ",0.70%
51-6000,"Textile, Apparel, and Furnishings Workers",minor,"468,590",0.80%,3.169,$15.00 ,$15.95 ,"$33,170 ",0.20%
51-6011,Laundry and Dry-Cleaning Workers,detail,"175,730",0.90%,1.188,$13.97 ,$14.26 ,"$29,660 ",0.30%
51-6021,"Pressers, Textile, Garment, and Related Materials",detail,"28,570",2.90%,0.193,$14.27 ,$14.73 ,"$30,650 ",0.70%
51-6031,Sewing Machine Operators,detail,"116,750",1.50%,0.789,$15.26 ,$15.93 ,"$33,130 ",0.40%
51-6040,Shoe and Leather Workers,broad,"11,820",7.20%,0.08,$15.76 ,$16.58 ,"$34,490 ",2.20%
51-6041,Shoe and Leather Workers and Repairers,detail,"8,860",18.40%,0.06,$15.61 ,$16.64 ,"$34,600 ",4.50%
51-6042,Shoe Machine Operators and Tenders,detail,"2,960",27.90%,0.02,$15.89 ,$16.42 ,"$34,160 ",2.60%
51-6050,"Tailors, Dressmakers, and Sewers",broad,"20,320",6.70%,0.137,$16.27 ,$17.59 ,"$36,590 ",0.90%
51-6051,"Sewers, Hand",detail,"3,440",10.40%,0.023,$15.16 ,$16.08 ,"$33,440 ",1.30%
51-6052,"Tailors, Dressmakers, and Custom Sewers",detail,"16,870",6.90%,0.114,$16.48 ,$17.90 ,"$37,230 ",1.00%
51-6060,"Textile Machine Setters, Operators, and Tenders",broad,"58,070",1.10%,0.393,$16.43 ,$16.79 ,"$34,910 ",0.40%
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detail,"6,640",4.90%,0.045,$15.71 ,$16.30 ,"$33,900 ",0.90%
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detail,"10,700",3.80%,0.072,$16.55 ,$16.81 ,"$34,970 ",0.80%
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detail,"16,900",3.00%,0.114,$17.19 ,$17.17 ,"$35,710 ",0.70%
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detail,"23,830",1.80%,0.161,$16.21 ,$16.64 ,"$34,610 ",0.60%
51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,"57,330",1.70%,0.388,$18.49 ,$20.21 ,"$42,030 ",0.60%
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detail,"14,460",4.60%,0.098,$19.16 ,$20.56 ,"$42,770 ",0.90%
51-6092,Fabric and Apparel Patternmakers,detail,"3,070",8.90%,0.021,$29.00 ,$32.13 ,"$66,820 ",3.60%
51-6093,Upholsterers,detail,"26,990",2.10%,0.183,$19.04 ,$20.14 ,"$41,900 ",0.70%
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detail,"12,810",4.10%,0.087,$15.69 ,$17.08 ,"$35,520 ",1.60%
51-7000,Woodworkers,minor,"231,230",1.10%,1.564,$18.04 ,$19.11 ,"$39,750 ",0.30%
51-7011,Cabinetmakers and Bench Carpenters,detail,"95,980",2.10%,0.649,$18.66 ,$20.25 ,"$42,120 ",0.50%
51-7021,Furniture Finishers,detail,"14,990",2.30%,0.101,$18.25 ,$19.17 ,"$39,880 ",0.70%
51-7030,"Model Makers and Patternmakers, Wood",broad,"1,050",13.30%,0.007,$22.17 ,$24.32 ,"$50,580 ",2.40%
51-7031,"Model Makers, Wood",detail,720,17.10%,0.005,$22.57 ,$25.39 ,"$52,820 ",3.80%
51-7032,"Patternmakers, Wood",detail,330,20.30%,0.002,$21.29 ,$21.98 ,"$45,720 ",3.10%
51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,"110,080",1.20%,0.744,$17.59 ,$18.17 ,"$37,800 ",0.30%
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detail,"46,400",1.70%,0.314,$17.44 ,$18.00 ,"$37,450 ",0.40%
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detail,"63,680",1.50%,0.431,$17.71 ,$18.30 ,"$38,060 ",0.40%
51-7099,"Woodworkers, All Other",detail,"9,120",5.40%,0.062,$17.01 ,$17.73 ,"$36,870 ",1.20%
51-8000,Plant and System Operators,minor,"276,970",0.70%,1.873,$31.25 ,$33.85 ,"$70,400 ",0.40%
51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,"46,420",1.50%,0.314,$46.91 ,$45.59 ,"$94,820 ",0.40%
51-8011,Nuclear Power Reactor Operators,detail,"5,450",1.20%,0.037,$55.71 ,$56.50 ,"$117,510 ",0.30%
51-8012,Power Distributors and Dispatchers,detail,"9,380",2.90%,0.063,$48.87 ,$48.73 ,"$101,360 ",0.80%
51-8013,Power Plant Operators,detail,"31,590",2.10%,0.214,$44.74 ,$42.77 ,"$88,960 ",0.50%
51-8021,Stationary Engineers and Boiler Operators,detail,"31,470",1.70%,0.213,$32.27 ,$34.89 ,"$72,570 ",0.70%
51-8031,Water and Wastewater Treatment Plant and System Operators,detail,"119,350",1.20%,0.807,$24.81 ,$26.78 ,"$55,690 ",0.30%
51-8090,Miscellaneous Plant and System Operators,broad,"79,730",2.00%,0.539,$38.08 ,$37.18 ,"$77,340 ",0.80%
51-8091,Chemical Plant and System Operators,detail,"18,710",4.90%,0.127,$39.75 ,$38.12 ,"$79,290 ",1.40%
51-8092,Gas Plant Operators,detail,"14,290",5.50%,0.097,$38.20 ,$37.71 ,"$78,430 ",1.60%
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detail,"31,360",2.20%,0.212,$40.91 ,$40.45 ,"$84,140 ",0.90%
51-8099,"Plant and System Operators, All Other",detail,"15,370",3.10%,0.104,$27.63 ,$28.88 ,"$60,070 ",1.10%
51-9000,Other Production Occupations,minor,"2,531,940",0.30%,17.121,$19.21 ,$21.28 ,"$44,260 ",0.20%
51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,"167,840",1.80%,1.135,$23.20 ,$25.28 ,"$52,580 ",0.50%
51-9011,Chemical Equipment Operators and Tenders,detail,"115,370",1.70%,0.78,$23.72 ,$26.06 ,"$54,210 ",0.70%
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detail,"52,470",2.80%,0.355,$22.24 ,$23.55 ,"$48,980 ",0.70%
51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad,"150,410",1.10%,1.017,$20.25 ,$21.46 ,"$44,630 ",0.40%
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detail,"27,320",2.10%,0.185,$20.81 ,$21.79 ,"$45,310 ",0.70%
51-9022,"Grinding and Polishing Workers, Hand",detail,"14,190",3.80%,0.096,$17.77 ,$18.64 ,"$38,770 ",0.80%
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detail,"108,900",1.40%,0.736,$20.87 ,$21.74 ,"$45,220 ",0.50%
51-9030,Cutting Workers,broad,"62,350",2.10%,0.422,$18.95 ,$19.92 ,"$41,430 ",0.50%
51-9031,"Cutters and Trimmers, Hand",detail,"8,250",3.30%,0.056,$17.37 ,$18.19 ,"$37,830 ",1.20%
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detail,"54,110",2.30%,0.366,$19.17 ,$20.18 ,"$41,980 ",0.50%
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detail,"58,740",2.00%,0.397,$18.98 ,$20.17 ,"$41,940 ",0.50%
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detail,"15,030",2.60%,0.102,$21.41 ,$22.20 ,"$46,180 ",0.70%
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detail,"579,740",0.90%,3.92,$21.11 ,$22.74 ,"$47,290 ",0.30%
51-9071,Jewelers and Precious Stone and Metal Workers,detail,"26,280",3.40%,0.178,$22.66 ,$24.29 ,"$50,530 ",1.20%
51-9080,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,broad,"69,220",2.50%,0.468,$19.80 ,$22.23 ,"$46,240 ",0.80%
51-9081,Dental Laboratory Technicians,detail,"33,330",2.50%,0.225,$22.14 ,$24.01 ,"$49,930 ",0.90%
51-9082,Medical Appliance Technicians,detail,"15,680",6.20%,0.106,$20.27 ,$22.23 ,"$46,240 ",1.60%
51-9083,Ophthalmic Laboratory Technicians,detail,"20,200",4.90%,0.137,$17.70 ,$19.30 ,"$40,140 ",1.30%
51-9111,Packaging and Filling Machine Operators and Tenders,detail,"369,330",0.80%,2.497,$17.67 ,$18.78 ,"$39,060 ",0.40%
51-9120,Painting Workers,broad,"164,100",1.10%,1.11,$20.85 ,$22.16 ,"$46,100 ",0.60%
51-9123,"Painting, Coating, and Decorating Workers",detail,"11,990",4.80%,0.081,$18.40 ,$20.08 ,"$41,770 ",1.60%
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detail,"152,120",1.30%,1.029,$21.14 ,$22.33 ,"$46,440 ",0.50%
51-9141,Semiconductor Processing Technicians,detail,"23,860",3.70%,0.161,$21.49 ,$23.25 ,"$48,370 ",0.50%
51-9151,Photographic Process Workers and Processing Machine Operators,detail,"5,380",4.10%,0.036,$17.44 ,$20.55 ,"$42,750 ",1.30%
51-9160,Computer Numerically Controlled Tool Operators and Programmers,broad,"207,480",1.50%,1.403,$22.99 ,$24.13 ,"$50,200 ",0.30%
51-9161,Computer Numerically Controlled Tool Operators,detail,"179,360",1.60%,1.213,$22.48 ,$23.05 ,"$47,940 ",0.30%
51-9162,Computer Numerically Controlled Tool Programmers,detail,"28,120",1.90%,0.19,$29.23 ,$31.05 ,"$64,580 ",0.50%
51-9190,Miscellaneous Production Workers,broad,"632,170",0.70%,4.275,$17.64 ,$19.06 ,"$39,640 ",0.30%
51-9191,Adhesive Bonding Machine Operators and Tenders,detail,"11,320",3.30%,0.077,$18.65 ,$19.28 ,"$40,100 ",1.10%
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detail,"13,200",2.90%,0.089,$17.88 ,$18.81 ,"$39,130 ",0.70%
51-9193,Cooling and Freezing Equipment Operators and Tenders,detail,"6,420",3.00%,0.043,$20.62 ,$21.27 ,"$44,240 ",0.90%
51-9194,Etchers and Engravers,detail,"8,400",9.50%,0.057,$18.26 ,$19.69 ,"$40,950 ",2.20%
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detail,"39,060",2.70%,0.264,$19.03 ,$20.04 ,"$41,680 ",0.60%
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detail,"92,050",1.90%,0.622,$21.97 ,$22.30 ,"$46,390 ",0.50%
51-9197,Tire Builders,detail,"18,360",1.90%,0.124,$24.83 ,$24.33 ,"$50,600 ",0.50%
51-9198,Helpers--Production Workers,detail,"190,680",1.10%,1.289,$16.67 ,$17.18 ,"$35,740 ",0.40%
51-9199,"Production Workers, All Other",detail,"252,660",1.20%,1.709,$17.06 ,$18.68 ,"$38,860 ",0.30%
53-0000,Transportation and Material Moving Occupations,major,"13,560,460",0.10%,91.695,$18.24 ,$21.12 ,"$43,930 ",0.40%
53-1040,First-Line Supervisors of Transportation and Material Moving Workers,broad,"599,710",0.70%,4.055,$27.79 ,$29.26 ,"$60,850 ",0.40%
53-1041,Aircraft Cargo Handling Supervisors,detail,"7,950",2.80%,0.054,$25.72 ,$29.40 ,"$61,150 ",0.80%
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detail,"591,760",0.70%,4.001,$27.82 ,$29.25 ,"$60,850 ",0.40%
53-2000,Air Transportation Workers,minor,"282,820",0.70%,1.912,-4,-4,"$131,630 ",1.50%
53-2010,Aircraft Pilots and Flight Engineers,broad,"138,330",1.00%,0.935,-4,-4,"$189,620 ",2.00%
53-2011,"Airline Pilots, Copilots, and Flight Engineers",detail,"89,580",0.90%,0.606,-4,-4,"$225,740 ",2.70%
53-2012,Commercial Pilots,detail,"48,750",2.40%,0.33,-4,-4,"$123,250 ",1.00%
53-2020,Air Traffic Controllers and Airfield Operations Specialists,broad,"36,010",1.30%,0.243,$45.53 ,$49.74 ,"$103,460 ",0.70%
53-2021,Air Traffic Controllers,detail,"21,250",0.90%,0.144,$63.58 ,$62.90 ,"$130,840 ",0.40%
53-2022,Airfield Operations Specialists,detail,"14,760",2.90%,0.1,$23.85 ,$30.79 ,"$64,050 ",1.20%
53-2031,Flight Attendants,detail,"108,480",0.80%,0.734,-4,-4,"$67,020 ",0.40%
53-3000,Motor Vehicle Operators,minor,"4,315,740",0.60%,29.183,$21.86 ,$22.65 ,"$47,110 ",0.40%
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detail,"9,910",3.40%,0.067,$14.61 ,$16.14 ,"$33,570 ",2.30%
53-3030,Driver/Sales Workers and Truck Drivers,broad,"3,533,530",0.60%,23.894,$22.26 ,$23.19 ,"$48,240 ",0.40%
53-3031,Driver/Sales Workers,detail,"489,510",2.00%,3.31,$15.72 ,$17.10 ,"$35,560 ",0.80%
53-3032,Heavy and Tractor-Trailer Truck Drivers,detail,"1,984,180",0.90%,13.417,$24.00 ,$25.52 ,"$53,090 ",0.30%
53-3033,Light Truck Drivers,detail,"1,059,840",0.70%,7.167,$19.43 ,$21.65 ,"$45,020 ",0.30%
53-3050,Passenger Vehicle Drivers,broad,"722,960",0.70%,4.889,$18.96 ,$20.39 ,"$42,420 ",0.40%
53-3051,"Bus Drivers, School",detail,"366,550",1.30%,2.479,$19.84 ,$20.39 ,"$42,400 ",0.40%
53-3052,"Bus Drivers, Transit and Intercity",detail,"141,530",1.10%,0.957,$24.47 ,$25.92 ,"$53,920 ",0.40%
53-3053,Shuttle Drivers and Chauffeurs,detail,"201,070",1.10%,1.36,$15.77 ,$16.83 ,"$35,000 ",0.70%
53-3054,Taxi Drivers,detail,"13,820",3.60%,0.093,$14.75 ,$15.73 ,"$32,710 ",1.70%
53-3099,"Motor Vehicle Operators, All Other",detail,"49,340",3.30%,0.334,$15.96 ,$18.10 ,"$37,650 ",1.50%
53-4000,Rail Transportation Workers,minor,"105,620",0.80%,0.714,$33.15 ,$33.67 ,"$70,040 ",0.40%
53-4010,Locomotive Engineers and Operators,broad,"39,120",1.90%,0.265,$35.46 ,$35.00 ,"$72,790 ",0.60%
53-4011,Locomotive Engineers,detail,"36,440",2.00%,0.246,$35.85 ,$35.50 ,"$73,850 ",0.70%
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",detail,"2,680",4.80%,0.018,$27.09 ,$28.09 ,"$58,430 ",1.40%
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",detail,"14,210",1.40%,0.096,$32.47 ,$31.16 ,"$64,810 ",0.80%
53-4031,Railroad Conductors and Yardmasters,detail,"40,940",0.40%,0.277,$32.78 ,$33.26 ,"$69,190 ",0.40%
53-4041,Subway and Streetcar Operators,detail,"9,120",0.80%,0.062,$42.43 ,$36.48 ,"$75,880 ",0.90%
53-4099,"Rail Transportation Workers, All Other",detail,"2,240",8.80%,0.015,$20.33 ,$22.49 ,"$46,780 ",1.30%
53-5000,Water Transportation Workers,minor,"75,200",2.90%,0.508,$31.78 ,$39.52 ,"$82,200 ",1.50%
53-5011,Sailors and Marine Oilers,detail,"28,500",3.60%,0.193,$22.83 ,$25.65 ,"$53,350 ",1.80%
53-5020,Ship and Boat Captains and Operators,broad,"38,050",3.50%,0.257,$41.98 ,$47.86 ,"$99,540 ",1.50%
53-5021,"Captains, Mates, and Pilots of Water Vessels",detail,"34,940",3.70%,0.236,$45.77 ,$50.09 ,"$104,190 ",1.50%
53-5022,Motorboat Operators,detail,"3,110",7.00%,0.021,$19.92 ,$22.74 ,"$47,300 ",2.60%
53-5031,Ship Engineers,detail,"8,650",6.10%,0.058,$41.97 ,$48.55 ,"$100,980 ",2.60%
53-6000,Other Transportation Workers,minor,"284,810",2.60%,1.926,$15.71 ,$18.15 ,"$37,750 ",0.90%
53-6011,Bridge and Lock Tenders,detail,"3,690",5.80%,0.025,$22.73 ,$22.55 ,"$46,910 ",1.90%
53-6021,Parking Attendants,detail,"105,290",6.40%,0.712,$14.70 ,$15.01 ,"$31,230 ",0.70%
53-6030,Transportation Service Attendants,broad,"119,320",1.20%,0.807,$15.30 ,$16.11 ,"$33,500 ",0.50%
53-6031,Automotive and Watercraft Service Attendants,detail,"99,600",1.30%,0.673,$14.83 ,$15.55 ,"$32,340 ",0.50%
53-6032,Aircraft Service Attendants,detail,"19,720",4.00%,0.133,$17.81 ,$18.94 ,"$39,400 ",0.80%
53-6041,Traffic Technicians,detail,"7,310",4.50%,0.049,$24.06 ,$26.31 ,"$54,720 ",1.20%
